rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
2133,1300,Igor Rotenberg,50.5242984257358,Russia,Russia,"Investments, real estate",Diversified,Unknown,True,M,1973-05-09 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2133,1300,Seifeddin Rustamov,61.41820670773443,United States,Russia,Chemicals,Manufacturing,Unknown,True,M,1962-06-17 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2133,1300,Deniz Sahenk,78.28062970568104,Turkey,Turkey,Diversified,Diversified,Unknown,False,F,1945-08-06 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
2133,1300,Nobutada Saji,77.97672826830937,Japan,Japan,Beverages,Food & Beverage,Unknown,False,M,1945-11-25 00:00:00,Unknown,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,36.204824,138.252924
2133,1300,Hajime Satomi,81.83436002737851,Japan,Japan,"Video games, pachinko",Gambling & Casinos,Unknown,True,M,1942-01-16 00:00:00,Unknown,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,36.204824,138.252924
2133,1300,James Scapa,66.8145106091718,United States,United States,Software,Technology,Unknown,True,M,1957-01-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2133,1300,Stephan Schnabel,48.82956878850103,Germany,Germany,Chemicals,Manufacturing,Unknown,False,M,1975-01-18 00:00:00,Unknown,,,,,,,,,
2133,1300,Devi Shetty,70.87474332648871,India,India,Healthcare,Healthcare,Unknown,True,M,1953-01-01 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2133,1300,Albert Shigaboutdinov,71.0116358658453,Russia,Russia,"Refinery, chemicals",Diversified,Unknown,True,M,1952-11-12 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2133,1300,Diana Teh Li Shing,,Malaysia,Malaysia,Banking,Finance & Investments,Unknown,False,F,,Unknown,,,,,,,,,
2133,1300,Denis Shtengelov,51.50992470910335,Australia,Russia,"Food, retail",Food & Beverage,Unknown,True,M,1972-05-14 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2133,1300,Fei Song,57.18001368925393,China,China,Machinery,Manufacturing,Unknown,True,M,1966-09-12 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Hal Steinbrenner,54.954140999315534,United States,United States,Sports,Sports,Unknown,False,M,1968-12-03 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2133,1300,Jessica Steinbrenner,59.644079397672826,United States,United States,Sports,Sports,Unknown,False,F,1964-03-26 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2133,1300,Jennifer Steinbrenner Swindal,64.30663928815879,United States,United States,Sports,Sports,Unknown,False,F,1959-07-28 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2133,1300,Konstantin Strukov & family,65.1854893908282,Russia,Russia,"Gold, coal mining",Metals & Mining,Unknown,True,M,1958-09-10 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2133,1300,Rustem Sulteev,69.8672142368241,Russia,Russia,"Refinery, chemicals",Energy,Unknown,True,M,1954-01-04 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2133,1300,Clemens Toennies,67.47433264887064,Germany,Germany,Meat processing,Food & Beverage,Unknown,True,M,1956-05-27 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2133,1300,Robert Toennies,45.47022587268994,Germany,Germany,Meat processing,Food & Beverage,Unknown,False,M,1978-05-29 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2133,1300,John Van Lieshout,77.84531143052703,Australia,Australia,Real estate,Real Estate,Unknown,True,M,1946-01-12 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2133,1300,Pongsak Viddayakorn,89.65366187542779,Thailand,Thailand,Hospitals,Healthcare,Unknown,True,M,1934-03-23 00:00:00,Unknown,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,29.5,15.870032,100.992541
2133,1300,Wang Jianguo,63.87679671457906,China,China,Retail,Fashion & Retail,Unknown,True,M,1960-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Junjin Wang,54.959616700889804,China,China,Airline,Service,Unknown,True,M,1968-12-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Wang Mingwang,56.544832306639286,China,China,Electronics components,Manufacturing,Unknown,True,M,1967-05-02 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Wei Lidong & family,47.87679671457906,China,China,Software,Technology,Unknown,True,M,1976-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Myron Wentz,83.87679671457906,Cayman Islands,St. Kitts and Nevis,Health products,Fashion & Retail,Unknown,True,M,1940-01-01 00:00:00,Unknown,,,,,,,,,
2133,1300,Wu Xiaoge,51.04175222450377,China,China,Battery components,Manufacturing,Unknown,True,F,1972-11-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Wu Xushun & family,75.55373032169747,China,China,Internet,Diversified,Unknown,True,M,1948-04-28 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Xiong Xiaochuan,57.87542778918549,China,China,Medical devices,Healthcare,Unknown,True,M,1966-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Xu Shaochun,60.876112251882276,China,China,Software,Technology,Unknown,True,M,1963-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Yan Jane & family,54.32991101984942,China,China,Software,Technology,Unknown,True,F,1969-07-19 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Zeng Chaoyi,54.62833675564682,China,China,Aluminum products,Manufacturing,Unknown,True,M,1969-04-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Peng Zhao,52.876112251882276,China,China,Online recruitment,Service,Unknown,True,M,1971-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2133,1300,Zhao Tongtong,56.876112251882276,Hong Kong,Canada,Hotels,Service,Unknown,True,F,1967-01-01 00:00:00,Unknown,,,,,,,,,
2133,1300,Kostyantin Zhevago,49.8590006844627,Ukraine,Ukraine,Mining,Metals & Mining,Unknown,True,M,1974-01-07 00:00:00,Unknown,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,45.2,48.379433,31.16558
2133,1300,Zong Yanmin,,China,China,Semiconductor materials,Manufacturing,Unknown,True,M,,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Sanjay Agarwal,53.190965092402465,India,India,Banking,Finance & Investments,Unknown,True,M,1970-09-08 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Hamad bin Jassim bin Jaber Al Thani,64.12867898699521,Qatar,Qatar,Investments,Finance & Investments,Unknown,False,M,1959-10-01 00:00:00,Unknown,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,11.3,25.354826,51.183884
2259,1200,Joao Alves de Queiroz Filho,70.87474332648871,Brazil,Brazil,Pharmaceuticals,Diversified,Unknown,True,M,1953-01-01 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Jose Maria Aristrain,61.040383299110196,Switzerland,Spain,Steel,Metals & Mining,Unknown,False,M,1962-11-02 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
2259,1200,Michael Arougheti,51.10198494182067,United States,United States,Finance,Finance & Investments,Unknown,True,M,1972-10-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Tope Awotona,42.57084188911704,United States,United States,Software,Technology,Calendly,True,M,1981-04-22 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Mehmet Aydinlar,67.30732375085557,Turkey,Turkey,Hospitals,Healthcare,Unknown,True,M,1956-07-27 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
2259,1200,Danna Azrieli,56.45722108145106,Israel,Israel,Real estate,Real Estate,Unknown,False,F,1967-06-03 00:00:00,Unknown,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
2259,1200,Naomi Azrieli,58.1409993155373,Canada,Canada,Real estate,Real Estate,Unknown,False,F,1965-09-26 00:00:00,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
2259,1200,Sharon Azrieli,63.285420944558524,Canada,Canada,Real estate,Real Estate,Unknown,False,F,1960-08-04 00:00:00,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
2259,1200,Bai Houshan,59.87679671457906,China,China,Lithium battery,Energy,Unknown,True,M,1964-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Thomas Bailey,86.87474332648871,United States,United States,Money management,Finance & Investments,Unknown,True,M,1937-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Bernhard Braun-Luedicke,46.874743326488705,Germany,Germany,Medical technology,Healthcare,Unknown,False,M,1977-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Eva Maria Braun-Luedicke,36.876112251882276,Germany,Germany,Medical technology,Healthcare,Unknown,False,F,1987-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Friederike Braun-Luedicke,39.87679671457906,Germany,Germany,Medical technology,Healthcare,Unknown,False,F,1984-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Jeffrey Cheah,78.63381245722108,Malaysia,Malaysia,"Property, healthcare",Real Estate,Unknown,True,M,1945-03-30 00:00:00,Unknown,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,38.7,4.210484,101.975766
2259,1200,Chen Xianbao & family,64.49828884325804,China,China,Food,Food & Beverage,Unknown,True,M,1959-05-19 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Cheng Xianfeng,54.959616700889804,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1968-12-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Chung Yong-jin,55.15947980835045,South Korea,South Korea,Retail,Fashion & Retail,Shinsegae,False,M,1968-09-19 00:00:00,Unknown,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,35.907757,127.766922
2259,1200,Darwin Deason,83.50992470910336,United States,United States,Software,Service,Unknown,True,M,1940-05-14 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Diego Della Valle,69.88090349075975,Italy,Italy,Shoes,Fashion & Retail,Unknown,False,M,1953-12-30 00:00:00,Unknown,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,41.87194,12.56738
2259,1200,Ashwin Desai,72.16427104722793,India,India,Specialty chemicals,Manufacturing,Unknown,True,M,1951-09-18 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Richard Desmond,71.94250513347022,United Kingdom,United Kingdom,Publishing,Media & Entertainment,Unknown,True,M,1951-12-08 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Ding Shui Po,53.04312114989733,China,China,"Sneakers, sportswear",Fashion & Retail,Unknown,False,M,1970-11-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Sefik Yilmaz Dizdar,85.67282683093771,Turkey,Turkey,Fashion retail,Fashion & Retail,Unknown,True,M,1938-03-16 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
2259,1200,Mathias Doepfner,60.837782340862425,Germany,Germany,Media,Media & Entertainment,Unknown,False,M,1963-01-15 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Farhad Ebrahimi,84.87611225188228,United States,United States,Solar panels,Manufacturing,Unknown,True,M,1939-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Jose Roberto Ermirio de Moraes,65.96303901437372,Brazil,Brazil,Diversified,Diversified,Unknown,False,M,1957-11-30 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Jose Ermirio de Moraes Neto,71.41683778234086,Brazil,Brazil,Diversified,Diversified,Unknown,False,M,1952-06-17 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Fang Hongbo,56.876112251882276,China,China,Home appliances,Manufacturing,Unknown,True,M,1967-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,David Feffer,67.00889801505818,Brazil,Brazil,Pulp and paper,Manufacturing,Unknown,False,M,1956-11-13 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Zsolt Felcsuti,52.479123887748116,Hungary,Hungary,Manufacturing,Manufacturing,Unknown,True,M,1971-05-26 00:00:00,Unknown,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,37.9,47.162494,19.503304
2259,1200,Ben Francis,31.45242984257358,United Kingdom,United Kingdom,Fitness clothing,Fashion & Retail,Unknown,True,M,1992-06-04 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Gary Friedman,66.28062970568104,United States,United States,Furniture retail,Fashion & Retail,Unknown,True,M,1957-08-06 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Dan Gertler,49.90006844626968,Israel,Israel,Mining,Metals & Mining,Unknown,False,M,1973-12-23 00:00:00,Unknown,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,25.3,31.046051,34.851612
2259,1200,Balkrishan Goenka,57.256673511293634,India,India,Textiles,Manufacturing,Unknown,True,M,1966-08-15 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Lawrence Golub,64.12320328542094,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1959-10-03 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Saroj Rani Gupta,73.36892539356604,India,India,Steel tubes,Manufacturing,Unknown,True,F,1950-07-05 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Anthony Hall,68.39151266255989,Australia,Australia,Technology,Technology,Unknown,True,M,1955-06-27 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2259,1200,Fahed Hariri,42.8829568788501,United Kingdom,Lebanon,"Construction, investments",Construction & Engineering,Unknown,False,M,1980-12-29 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Richard Hayne,76.21081451060917,United States,United States,Urban Outfitters,Fashion & Retail,Urban Outfitters Inc.,True,M,1947-09-01 00:00:00,"Chairman, President & Chief Executive Officer",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Michael Heine,74.04243668720055,Australia,Australia,Financial services,Finance & Investments,Unknown,True,M,1949-11-01 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2259,1200,Orion Hindawi,43.85215605749487,United States,United States,Software,Technology,Tanium,True,M,1980-01-10 00:00:00,CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Lawrence Ho,46.83367556468173,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Unknown,False,M,1977-01-16 00:00:00,Unknown,,,,,,,,,
2259,1200,Huang Guanlin,58.874743326488705,China,China,"Textiles, apparel",Fashion & Retail,Unknown,True,M,1965-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Sam Hupert,68.8952772073922,Australia,Australia,Technology,Technology,Unknown,True,M,1954-12-25 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
2259,1200,Mohammed Ibrahim,77.54140999315537,United Kingdom,United Kingdom,Communications,Telecom,Mo Ibrahim Foundation,True,M,1946-05-03 00:00:00,Founder,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
2259,1200,Shirley Kao,67.2060232717317,Taiwan,Taiwan,Food & beverage retailing,Food & Beverage,Unknown,False,F,1956-09-02 00:00:00,Unknown,,,,,,,,,
2259,1200,David Kaplan,56.219028062970565,United States,United States,Finance,Finance & Investments,Unknown,True,M,1967-08-29 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Kim Kardashian,43.07186858316222,United States,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,Unknown,True,F,1980-10-21 00:00:00,Personality,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Ke Guihua,58.09445585215606,China,China,Auto parts,Manufacturing,Unknown,True,M,1965-10-13 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Ke Yunfeng & family,56.876112251882276,China,China,Retailing,Healthcare,Unknown,True,M,1967-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Alexander Klyachin,56.50102669404517,Russia,Russia,Real estate,Real Estate,Unknown,True,M,1967-05-18 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2259,1200,Christine Knauf,,Germany,Germany,Building materials,Manufacturing,Unknown,False,F,,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Karl Knauf,,Germany,Germany,Building materials,Manufacturing,Unknown,False,M,,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Suresh Krishna,86.89664613278576,India,India,Auto parts,Automotive,Unknown,False,M,1936-12-24 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Guy Laliberté,63.87679671457906,Canada,Canada,Cirque du Soleil,Media & Entertainment,Cirque du Soleil,True,M,1960-01-01 00:00:00,Cofounder and CEO,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
2259,1200,Lee Su-jin,45.790554414784395,South Korea,South Korea,Hospitality,Technology,Unknown,True,M,1978-02-01 00:00:00,Unknown,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,35.907757,127.766922
2259,1200,Li Guoqing,53.73305954825462,China,China,Petro Fibre,Manufacturing,Unknown,True,M,1970-02-22 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Li Li,59.7700205338809,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1964-02-09 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Li Ruiqiang,44.04380561259411,China,China,Medical services,Healthcare,Unknown,True,M,1979-11-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Zhen Li & family,59.81656399726215,China,China,Lithium batteries,Manufacturing,Unknown,True,M,1964-01-23 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Guangwei Liang,60.21081451060917,China,China,Conglomerate,Manufacturing,Unknown,True,M,1963-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Liu Ming Hui,60.876112251882276,Hong Kong,China,Natural gas distribution,Energy,Unknown,True,M,1963-01-01 00:00:00,Unknown,,,,,,,,,
2259,1200,Frederic Luddy,68.9801505817933,United States,United States,Software,Technology,ServiceNow,True,M,1954-11-24 00:00:00,Founder and Chief Product Officer,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,"Cargill MacMillan, III.",63.90691307323751,United States,United States,Cargill,Food & Beverage,Unknown,False,M,1959-12-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,John MacMillan,74.1574264202601,United States,United States,Cargill,Food & Beverage,Unknown,False,M,1949-09-20 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Martha MacMillan,72.12867898699521,United States,United States,Cargill,Food & Beverage,Unknown,False,F,1951-10-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,William MacMillan,69.48117727583846,United States,United States,Cargill,Food & Beverage,Unknown,False,M,1954-05-25 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Keshub Mahindra,100.10677618069815,India,India,Diversified,Diversified,Unknown,False,M,1923-10-09 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
2259,1200,Mao Zhongwu,61.2621492128679,China,China,Manufacturing,Manufacturing,Unknown,True,M,1962-08-13 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
2259,1200,Jorge Mas,60.71731690622861,United States,United States,Construction,Construction & Engineering,Unknown,False,M,1963-02-28 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Lorinc Meszaros,57.724845995893226,Hungary,Hungary,Diversified,Diversified,Unknown,True,M,1966-02-25 00:00:00,Unknown,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,37.9,47.162494,19.503304
2259,1200,Jeffrey Michael & family,67.33196440793976,United States,United States,Data management,Technology,Unknown,True,M,1956-07-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Alan Miller & family,86.25051334702259,United States,United States,Healthcare services,Healthcare,Unknown,True,M,1937-08-17 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Ulrich Mommert & family,82.84736481861738,Austria,Austria,Lighting,Automotive,Unknown,True,M,1941-01-11 00:00:00,Unknown,,,,,,,,,
2259,1200,Neide Helena de Moraes,68.75290896646133,Brazil,Brazil,Diversified,Diversified,Unknown,False,F,1955-02-15 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
2259,1200,Scott Nuttall,50.97604380561259,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1972-11-25 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Kailashchandra Nuwal,66.36550308008214,India,India,Industrial explosives,Manufacturing,Unknown,False,M,1957-07-06 00:00:00,Unknown,,,,,,,,,
2259,1200,Axel Oberwelland & family,56.876112251882276,Germany,Germany,Candy,Food & Beverage,Unknown,False,M,1967-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
2259,1200,Jonathan Oringer,49.544147843942504,United States,United States,Stock photos,Technology,Unknown,True,M,1974-05-02 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
2259,1200,Vitaly Orlov,58.874743326488705,Russia,Russia,Fisheries,Food & Beverage,Unknown,True,M,1965-01-01 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
2259,1200,Jose Isaac Peres & family,83.33196440793976,Brazil,Brazil,Shopping malls,Real Estate,Unknown,True,M,1940-07-18 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
